Number of Queens: 9
Solution 41: (2, 1), (5, 2), (8, 3), (6, 4), (9, 5), (3, 6), (1, 7), (7, 8), (4, 9)
Solution 42: (2, 1), (5, 2), (9, 3), (4, 4), (1, 5), (8, 6), (6, 7), (3, 8), (7, 9)
Solution 43: (2, 1), (6, 2), (1, 3), (3, 4), (7, 5), (9, 6), (4, 7), (8, 8), (5, 9)
Solution 44: (2, 1), (6, 2), (1, 3), (7, 4), (4, 5), (8, 6), (3, 7), (5, 8), (9, 9)
Solution 45: (2, 1), (6, 2), (1, 3), (7, 4), (5, 5), (3, 6), (9, 7), (4, 8), (8, 9)
Solution 46: (2, 1), (6, 2), (1, 3), (9, 4), (5, 5), (8, 6), (4, 7), (7, 8), (3, 9)
Solution 47: (2, 1), (6, 2), (3, 3), (1, 4), (8, 5), (4, 6), (9, 7), (7, 8), (5, 9)
Solution 48: (2, 1), (6, 2), (9, 3), (3, 4), (5, 5), (8, 6), (4, 7), (1, 8), (7, 9)
Solution 49: (2, 1), (7, 2), (5, 3), (1, 4), (9, 5), (4, 6), (6, 7), (8, 8), (3, 9)
Solution 50: (2, 1), (7, 2), (5, 3), (8, 4), (1, 5), (4, 6), (6, 7), (3, 8), (9, 9)
Solution 51: (2, 1), (7, 2), (9, 3), (6, 4), (3, 5), (1, 6), (4, 7), (8, 8), (5, 9)
Solution 52: (2, 1), (8, 2), (1, 3), (4, 4), (7, 5), (9, 6), (6, 7), (3, 8), (5, 9)
Solution 53: (2, 1), (8, 2), (5, 3), (3, 4), (9, 5), (6, 6), (4, 7), (1, 8), (7, 9)
Solution 54: (2, 1), (8, 2), (6, 3), (9, 4), (3, 5), (1, 6), (4, 7), (7, 8), (5, 9)
Solution 55: (2, 1), (9, 2), (5, 3), (3, 4), (8, 5), (4, 6), (7, 7), (1, 8), (6, 9)
Solution 56: (2, 1), (9, 2), (6, 3), (3, 4), (5, 5), (8, 6), (1, 7), (4, 8), (7, 9)
Solution 57: (2, 1), (9, 2), (6, 3), (3, 4), (7, 5), (4, 6), (1, 7), (8, 8), (5, 9)
Solution 58: (2, 1), (9, 2), (6, 3), (4, 4), (7, 5), (1, 6), (3, 7), (5, 8), (8, 9)
Solution 59: (3, 1), (1, 2), (4, 3), (7, 4), (9, 5), (2, 6), (5, 7), (8, 8), (6, 9)
Solution 60: (3, 1), (1, 2), (6, 3), (8, 4), (5, 5), (2, 6), (4, 7), (9, 8), (7, 9)
Solution 61: (3, 1), (1, 2), (7, 3), (2, 4), (8, 5), (6, 6), (4, 7), (9, 8), (5, 9)
Solution 62: (3, 1), (1, 2), (7, 3), (5, 4), (8, 5), (2, 6), (4, 7), (6, 8), (9, 9)
Solution 63: (3, 1), (1, 2), (8, 3), (4, 4), (9, 5), (7, 6), (5, 7), (2, 8), (6, 9)
Solution 64: (3, 1), (1, 2), (9, 3), (7, 4), (5, 5), (2, 6), (8, 7), (6, 8), (4, 9)
Solution 65: (3, 1), (5, 2), (2, 3), (8, 4), (1, 5), (4, 6), (7, 7), (9, 8), (6, 9)
Solution 66: (3, 1), (5, 2), (2, 3), (8, 4), (1, 5), (7, 6), (4, 7), (6, 8), (9, 9)
Solution 67: (3, 1), (5, 2), (7, 3), (1, 4), (4, 5), (2, 6), (8, 7), (6, 8), (9, 9)
Solution 68: (3, 1), (5, 2), (8, 3), (2, 4), (9, 5), (6, 6), (1, 7), (7, 8), (4, 9)
Solution 69: (3, 1), (5, 2), (8, 3), (2, 4), (9, 5), (7, 6), (1, 7), (4, 8), (6, 9)
Solution 70: (3, 1), (5, 2), (9, 3), (2, 4), (4, 5), (7, 6), (1, 7), (8, 8), (6, 9)
Solution 71: (3, 1), (5, 2), (9, 3), (4, 4), (1, 5), (7, 6), (2, 7), (6, 8), (8, 9)
Solution 72: (3, 1), (6, 2), (2, 3), (7, 4), (1, 5), (4, 6), (8, 7), (5, 8), (9, 9)
Solution 73: (3, 1), (6, 2), (2, 3), (9, 4), (5, 5), (1, 6), (8, 7), (4, 8), (7, 9)
Solution 74: (3, 1), (6, 2), (8, 3), (1, 4), (4, 5), (7, 6), (5, 7), (2, 8), (9, 9)
Solution 75: (3, 1), (6, 2), (8, 3), (1, 4), (5, 5), (9, 6), (2, 7), (4, 8), (7, 9)
Solution 76: (3, 1), (6, 2), (8, 3), (2, 4), (4, 5), (9, 6), (7, 7), (5, 8), (1, 9)
Solution 77: (3, 1), (6, 2), (8, 3), (5, 4), (1, 5), (9, 6), (7, 7), (2, 8), (4, 9)
Solution 78: (3, 1), (6, 2), (8, 3), (5, 4), (2, 5), (9, 6), (7, 7), (4, 8), (1, 9)
Solution 79: (3, 1), (6, 2), (9, 3), (1, 4), (8, 5), (4, 6), (2, 7), (7, 8), (5, 9)
Solution 80: (3, 1), (6, 2), (9, 3), (2, 4), (5, 5), (7, 6), (4, 7), (1, 8), (8, 9)
Solution 81: (3, 1), (6, 2), (9, 3), (2, 4), (8, 5), (1, 6), (4, 7), (7, 8), (5, 9)
Solution 82: (3, 1), (6, 2), (9, 3), (5, 4), (8, 5), (1, 6), (4, 7), (2, 8), (7, 9)
Solution 83: (3, 1), (6, 2), (9, 3), (7, 4), (1, 5), (4, 6), (2, 7), (5, 8), (8, 9)
Solution 84: (3, 1), (6, 2), (9, 3), (7, 4), (2, 5), (4, 6), (8, 7), (1, 8), (5, 9)
Solution 85: (3, 1), (6, 2), (9, 3), (7, 4), (4, 5), (1, 6), (8, 7), (2, 8), (5, 9)
Solution 86: (3, 1), (7, 2), (2, 3), (4, 4), (8, 5), (1, 6), (5, 7), (9, 8), (6, 9)
Solution 87: (3, 1), (7, 2), (2, 3), (8, 4), (5, 5), (9, 6), (1, 7), (6, 8), (4, 9)
Solution 88: (3, 1), (7, 2), (2, 3), (8, 4), (6, 5), (4, 6), (1, 7), (5, 8), (9, 9)
Solution 89: (3, 1), (7, 2), (4, 3), (2, 4), (9, 5), (5, 6), (1, 7), (8, 8), (6, 9)
Solution 90: (3, 1), (7, 2), (4, 3), (2, 4), (9, 5), (6, 6), (1, 7), (5, 8), (8, 9)
Solution 91: (3, 1), (7, 2), (4, 3), (8, 4), (5, 5), (9, 6), (1, 7), (6, 8), (2, 9)
Solution 92: (3, 1), (7, 2), (9, 3), (1, 4), (5, 5), (2, 6), (8, 7), (6, 8), (4, 9)
Solution 93: (3, 1), (7, 2), (9, 3), (4, 4), (2, 5), (5, 6), (8, 7), (6, 8), (1, 9)
Solution 94: (3, 1), (8, 2), (2, 3), (4, 4), (9, 5), (7, 6), (5, 7), (1, 8), (6, 9)
Solution 95: (3, 1), (8, 2), (4, 3), (7, 4), (9, 5), (2, 6), (5, 7), (1, 8), (6, 9)
Solution 96: (3, 1), (8, 2), (6, 3), (1, 4), (9, 5), (2, 6), (5, 7), (7, 8), (4, 9)
Solution 97: (3, 1), (8, 2), (6, 3), (4, 4), (9, 5), (1, 6), (5, 7), (7, 8), (2, 9)
Solution 98: (3, 1), (8, 2), (6, 3), (9, 4), (2, 5), (5, 6), (1, 7), (4, 8), (7, 9)
Solution 99: (3, 1), (9, 2), (2, 3), (5, 4), (8, 5), (1, 6), (7, 7), (4, 8), (6, 9)
Solution 100: (3, 1), (9, 2), (4, 3), (1, 4), (8, 5), (6, 6), (2, 7), (7, 8), (5, 9)
Solution 101: (3, 1), (9, 2), (4, 3), (2, 4), (8, 5), (6, 6), (1, 7), (7, 8), (5, 9)
Solution 102: (3, 1), (9, 2), (4, 3), (8, 4), (5, 5), (2, 6), (6, 7), (1, 8), (7, 9)
Solution 103: (3, 1), (9, 2), (6, 3), (2, 4), (5, 5), (7, 6), (1, 7), (4, 8), (8, 9)
Solution 104: (3, 1), (9, 2), (6, 3), (4, 4), (1, 5), (7, 6), (5, 7), (2, 8), (8, 9)
Solution 105: (3, 1), (9, 2), (6, 3), (8, 4), (2, 5), (4, 6), (1, 7), (7, 8), (5, 9)
Solution 106: (4, 1), (1, 2), (3, 3), (6, 4), (9, 5), (2, 6), (8, 7), (5, 8), (7, 9)
Solution 107: (4, 1), (1, 2), (5, 3), (2, 4), (9, 5), (7, 6), (3, 7), (8, 8), (6, 9)
Solution 108: (4, 1), (1, 2), (5, 3), (8, 4), (2, 5), (7, 6), (3, 7), (6, 8), (9, 9)
Solution 109: (4, 1), (1, 2), (5, 3), (9, 4), (2, 5), (6, 6), (8, 7), (3, 8), (7, 9)
Solution 110: (4, 1), (1, 2), (7, 3), (9, 4), (2, 5), (6, 6), (8, 7), (3, 8), (5, 9)
Solution 111: (4, 1), (1, 2), (9, 3), (6, 4), (3, 5), (7, 6), (2, 7), (8, 8), (5, 9)
Solution 112: (4, 1), (2, 2), (5, 3), (8, 4), (1, 5), (3, 6), (6, 7), (9, 8), (7, 9)
Solution 113: (4, 1), (2, 2), (7, 3), (3, 4), (1, 5), (8, 6), (5, 7), (9, 8), (6, 9)
Solution 114: (4, 1), (2, 2), (7, 3), (9, 4), (1, 5), (5, 6), (8, 7), (6, 8), (3, 9)
Solution 115: (4, 1), (2, 2), (7, 3), (9, 4), (1, 5), (8, 6), (5, 7), (3, 8), (6, 9)
Solution 116: (4, 1), (2, 2), (8, 3), (3, 4), (9, 5), (7, 6), (5, 7), (1, 8), (6, 9)
Solution 117: (4, 1), (2, 2), (9, 3), (3, 4), (6, 5), (8, 6), (1, 7), (5, 8), (7, 9)
Solution 118: (4, 1), (2, 2), (9, 3), (5, 4), (1, 5), (8, 6), (6, 7), (3, 8), (7, 9)
Solution 119: (4, 1), (6, 2), (1, 3), (5, 4), (2, 5), (8, 6), (3, 7), (7, 8), (9, 9)
Solution 120: (4, 1), (6, 2), (1, 3), (9, 4), (5, 5), (8, 6), (2, 7), (7, 8), (3, 9)
Solution 121: (4, 1), (6, 2), (1, 3), (9, 4), (7, 5), (3, 6), (8, 7), (2, 8), (5, 9)
Solution 122: (4, 1), (6, 2), (3, 3), (9, 4), (2, 5), (5, 6), (8, 7), (1, 8), (7, 9)
Solution 123: (4, 1), (6, 2), (3, 3), (9, 4), (2, 5), (8, 6), (5, 7), (7, 8), (1, 9)
Solution 124: (4, 1), (6, 2), (3, 3), (9, 4), (7, 5), (1, 6), (8, 7), (2, 8), (5, 9)
Solution 125: (4, 1), (6, 2), (8, 3), (2, 4), (5, 5), (1, 6), (9, 7), (7, 8), (3, 9)
Solution 126: (4, 1), (6, 2), (8, 3), (2, 4), (5, 5), (7, 6), (9, 7), (1, 8), (3, 9)
Solution 127: (4, 1), (6, 2), (8, 3), (2, 4), (7, 5), (1, 6), (3, 7), (5, 8), (9, 9)
Solution 128: (4, 1), (6, 2), (8, 3), (3, 4), (1, 5), (7, 6), (5, 7), (2, 8), (9, 9)
Solution 129: (4, 1), (6, 2), (9, 3), (3, 4), (1, 5), (8, 6), (2, 7), (5, 8), (7, 9)
Solution 130: (4, 1), (7, 2), (1, 3), (3, 4), (9, 5), (6, 6), (8, 7), (5, 8), (2, 9)
Solution 131: (4, 1), (7, 2), (1, 3), (6, 4), (9, 5), (2, 6), (8, 7), (5, 8), (3, 9)
Solution 132: (4, 1), (7, 2), (1, 3), (8, 4), (5, 5), (2, 6), (9, 7), (3, 8), (6, 9)
Solution 133: (4, 1), (7, 2), (3, 3), (6, 4), (9, 5), (1, 6), (8, 7), (5, 8), (2, 9)
Solution 134: (4, 1), (7, 2), (3, 3), (8, 4), (2, 5), (5, 6), (9, 7), (6, 8), (1, 9)
Solution 135: (4, 1), (7, 2), (3, 3), (8, 4), (6, 5), (1, 6), (9, 7), (2, 8), (5, 9)
Solution 136: (4, 1), (7, 2), (3, 3), (8, 4), (6, 5), (2, 6), (9, 7), (5, 8), (1, 9)
Solution 137: (4, 1), (7, 2), (5, 3), (2, 4), (9, 5), (1, 6), (3, 7), (8, 8), (6, 9)
Solution 138: (4, 1), (7, 2), (5, 3), (2, 4), (9, 5), (1, 6), (6, 7), (8, 8), (3, 9)
Solution 139: (4, 1), (7, 2), (5, 3), (2, 4), (9, 5), (6, 6), (8, 7), (3, 8), (1, 9)
Solution 140: (4, 1), (7, 2), (9, 3), (2, 4), (5, 5), (8, 6), (1, 7), (3, 8), (6, 9)
Solution 141: (4, 1), (7, 2), (9, 3), (2, 4), (6, 5), (1, 6), (3, 7), (5, 8), (8, 9)
Solution 142: (4, 1), (7, 2), (9, 3), (6, 4), (3, 5), (1, 6), (8, 7), (5, 8), (2, 9)
Solution 143: (4, 1), (8, 2), (1, 3), (5, 4), (7, 5), (2, 6), (6, 7), (3, 8), (9, 9)
Solution 144: (4, 1), (8, 2), (5, 3), (3, 4), (1, 5), (6, 6), (2, 7), (9, 8), (7, 9)
Solution 145: (4, 1), (8, 2), (5, 3), (3, 4), (1, 5), (7, 6), (2, 7), (6, 8), (9, 9)
Solution 146: (4, 1), (9, 2), (3, 3), (6, 4), (2, 5), (7, 6), (5, 7), (1, 8), (8, 9)
Solution 147: (4, 1), (9, 2), (5, 3), (3, 4), (1, 5), (6, 6), (8, 7), (2, 8), (7, 9)
Solution 148: (4, 1), (9, 2), (5, 3), (3, 4), (1, 5), (7, 6), (2, 7), (8, 8), (6, 9)
Solution 149: (4, 1), (9, 2), (5, 3), (8, 4), (1, 5), (3, 6), (6, 7), (2, 8), (7, 9)
Solution 150: (5, 1), (1, 2), (6, 3), (4, 4), (2, 5), (8, 6), (3, 7), (9, 8), (7, 9)
Solution 151: (5, 1), (1, 2), (8, 3), (4, 4), (2, 5), (7, 6), (9, 7), (6, 8), (3, 9)
Solution 152: (5, 1), (1, 2), (8, 3), (6, 4), (3, 5), (7, 6), (2, 7), (4, 8), (9, 9)
Solution 153: (5, 1), (2, 2), (4, 3), (1, 4), (7, 5), (9, 6), (3, 7), (6, 8), (8, 9)
Solution 154: (5, 1), (2, 2), (4, 3), (9, 4), (7, 5), (3, 6), (1, 7), (6, 8), (8, 9)
Solution 155: (5, 1), (2, 2), (6, 3), (1, 4), (3, 5), (7, 6), (9, 7), (4, 8), (8, 9)
Solution 156: (5, 1), (2, 2), (6, 3), (9, 4), (3, 5), (8, 6), (4, 7), (7, 8), (1, 9)
Solution 157: (5, 1), (2, 2), (6, 3), (9, 4), (7, 5), (4, 6), (1, 7), (3, 8), (8, 9)
Solution 158: (5, 1), (2, 2), (8, 3), (1, 4), (4, 5), (7, 6), (9, 7), (6, 8), (3, 9)
Solution 159: (5, 1), (2, 2), (8, 3), (1, 4), (7, 5), (9, 6), (3, 7), (6, 8), (4, 9)
Solution 160: (5, 1), (2, 2), (8, 3), (3, 4), (7, 5), (4, 6), (1, 7), (9, 8), (6, 9)
Solution 161: (5, 1), (2, 2), (8, 3), (3, 4), (7, 5), (9, 6), (1, 7), (6, 8), (4, 9)
Solution 162: (5, 1), (2, 2), (9, 3), (1, 4), (6, 5), (8, 6), (3, 7), (7, 8), (4, 9)
Solution 163: (5, 1), (2, 2), (9, 3), (6, 4), (3, 5), (7, 6), (4, 7), (1, 8), (8, 9)
Solution 164: (5, 1), (3, 2), (1, 3), (6, 4), (2, 5), (9, 6), (7, 7), (4, 8), (8, 9)
Solution 165: (5, 1), (3, 2), (1, 3), (6, 4), (8, 5), (2, 6), (4, 7), (7, 8), (9, 9)
Solution 166: (5, 1), (3, 2), (1, 3), (7, 4), (2, 5), (8, 6), (6, 7), (4, 8), (9, 9)
Solution 167: (5, 1), (3, 2), (6, 3), (9, 4), (2, 5), (8, 6), (1, 7), (4, 8), (7, 9)
Solution 168: (5, 1), (3, 2), (6, 3), (9, 4), (7, 5), (1, 6), (4, 7), (2, 8), (8, 9)
Solution 169: (5, 1), (3, 2), (6, 3), (9, 4), (7, 5), (2, 6), (4, 7), (8, 8), (1, 9)
Solution 170: (5, 1), (3, 2), (6, 3), (9, 4), (7, 5), (4, 6), (1, 7), (8, 8), (2, 9)
Solution 171: (5, 1), (3, 2), (8, 3), (4, 4), (2, 5), (9, 6), (6, 7), (1, 8), (7, 9)
Solution 172: (5, 1), (3, 2), (8, 3), (4, 4), (7, 5), (9, 6), (2, 7), (6, 8), (1, 9)
Solution 173: (5, 1), (3, 2), (8, 3), (6, 4), (2, 5), (9, 6), (1, 7), (4, 8), (7, 9)
Solution 174: (5, 1), (3, 2), (8, 3), (6, 4), (2, 5), (9, 6), (7, 7), (1, 8), (4, 9)
Solution 175: (5, 1), (3, 2), (9, 3), (4, 4), (2, 5), (8, 6), (6, 7), (1, 8), (7, 9)
Solution 176: (5, 1), (3, 2), (9, 3), (6, 4), (8, 5), (2, 6), (4, 7), (1, 8), (7, 9)
Solution 177: (5, 1), (7, 2), (1, 3), (4, 4), (2, 5), (8, 6), (6, 7), (9, 8), (3, 9)
Solution 178: (5, 1), (7, 2), (1, 3), (6, 4), (8, 5), (2, 6), (4, 7), (9, 8), (3, 9)
Solution 179: (5, 1), (7, 2), (2, 3), (4, 4), (8, 5), (1, 6), (3, 7), (9, 8), (6, 9)
Solution 180: (5, 1), (7, 2), (2, 3), (4, 4), (8, 5), (1, 6), (9, 7), (6, 8), (3, 9)
Solution 181: (5, 1), (7, 2), (2, 3), (6, 4), (3, 5), (1, 6), (8, 7), (4, 8), (9, 9)
Solution 182: (5, 1), (7, 2), (2, 3), (6, 4), (8, 5), (1, 6), (4, 7), (9, 8), (3, 9)
Solution 183: (5, 1), (7, 2), (4, 3), (1, 4), (3, 5), (6, 6), (9, 7), (2, 8), (8, 9)
Solution 184: (5, 1), (7, 2), (4, 3), (1, 4), (3, 5), (8, 6), (6, 7), (2, 8), (9, 9)
Solution 185: (5, 1), (7, 2), (4, 3), (1, 4), (3, 5), (9, 6), (6, 7), (8, 8), (2, 9)
Solution 186: (5, 1), (7, 2), (4, 3), (1, 4), (8, 5), (2, 6), (9, 7), (6, 8), (3, 9)
Solution 187: (5, 1), (7, 2), (9, 3), (3, 4), (8, 5), (2, 6), (4, 7), (6, 8), (1, 9)
Solution 188: (5, 1), (7, 2), (9, 3), (4, 4), (2, 5), (8, 6), (6, 7), (3, 8), (1, 9)
Solution 189: (5, 1), (7, 2), (9, 3), (4, 4), (8, 5), (1, 6), (3, 7), (6, 8), (2, 9)
Solution 190: (5, 1), (8, 2), (1, 3), (4, 4), (7, 5), (3, 6), (6, 7), (9, 8), (2, 9)
Solution 191: (5, 1), (8, 2), (1, 3), (9, 4), (4, 5), (2, 6), (7, 7), (3, 8), (6, 9)
Solution 192: (5, 1), (8, 2), (2, 3), (7, 4), (3, 5), (1, 6), (9, 7), (4, 8), (6, 9)
Solution 193: (5, 1), (8, 2), (2, 3), (7, 4), (3, 5), (6, 6), (9, 7), (1, 8), (4, 9)
Solution 194: (5, 1), (8, 2), (2, 3), (9, 4), (3, 5), (1, 6), (7, 7), (4, 8), (6, 9)
Solution 195: (5, 1), (8, 2), (2, 3), (9, 4), (6, 5), (3, 6), (1, 7), (4, 8), (7, 9)
Solution 196: (5, 1), (8, 2), (4, 3), (1, 4), (3, 5), (6, 6), (9, 7), (7, 8), (2, 9)
Solution 197: (5, 1), (8, 2), (4, 3), (1, 4), (7, 5), (2, 6), (6, 7), (3, 8), (9, 9)
Solution 198: (5, 1), (8, 2), (4, 3), (9, 4), (7, 5), (3, 6), (1, 7), (6, 8), (2, 9)
Solution 199: (5, 1), (8, 2), (6, 3), (1, 4), (3, 5), (7, 6), (9, 7), (4, 8), (2, 9)
Solution 200: (5, 1), (8, 2), (6, 3), (9, 4), (3, 5), (1, 6), (7, 7), (4, 8), (2, 9)
Solution 201: (5, 1), (9, 2), (2, 3), (4, 4), (7, 5), (3, 6), (8, 7), (6, 8), (1, 9)
Solution 202: (5, 1), (9, 2), (2, 3), (6, 4), (8, 5), (3, 6), (1, 7), (4, 8), (7, 9)
Solution 203: (5, 1), (9, 2), (4, 3), (6, 4), (8, 5), (2, 6), (7, 7), (1, 8), (3, 9)
Solution 204: (6, 1), (1, 2), (5, 3), (2, 4), (9, 5), (7, 6), (4, 7), (8, 8), (3, 9)
Solution 205: (6, 1), (1, 2), (5, 3), (7, 4), (9, 5), (3, 6), (8, 7), (2, 8), (4, 9)
Solution 206: (6, 1), (1, 2), (5, 3), (7, 4), (9, 5), (4, 6), (2, 7), (8, 8), (3, 9)
Solution 207: (6, 1), (1, 2), (7, 3), (4, 4), (8, 5), (3, 6), (5, 7), (9, 8), (2, 9)
Solution 208: (6, 1), (2, 2), (5, 3), (7, 4), (9, 5), (3, 6), (8, 7), (4, 8), (1, 9)
Solution 209: (6, 1), (2, 2), (5, 3), (7, 4), (9, 5), (4, 6), (8, 7), (1, 8), (3, 9)
Solution 210: (6, 1), (2, 2), (9, 3), (5, 4), (3, 5), (8, 6), (4, 7), (7, 8), (1, 9)
Solution 211: (6, 1), (3, 2), (1, 3), (4, 4), (7, 5), (9, 6), (2, 7), (5, 8), (8, 9)
Solution 212: (6, 1), (3, 2), (1, 3), (8, 4), (4, 5), (9, 6), (7, 7), (5, 8), (2, 9)
Solution 213: (6, 1), (3, 2), (1, 3), (8, 4), (5, 5), (2, 6), (9, 7), (7, 8), (4, 9)
Solution 214: (6, 1), (3, 2), (5, 3), (8, 4), (1, 5), (4, 6), (2, 7), (7, 8), (9, 9)
Solution 215: (6, 1), (3, 2), (5, 3), (8, 4), (1, 5), (9, 6), (4, 7), (2, 8), (7, 9)
Solution 216: (6, 1), (3, 2), (5, 3), (8, 4), (1, 5), (9, 6), (7, 7), (2, 8), (4, 9)
Solution 217: (6, 1), (3, 2), (7, 3), (2, 4), (4, 5), (8, 6), (1, 7), (5, 8), (9, 9)
Solution 218: (6, 1), (3, 2), (7, 3), (2, 4), (4, 5), (9, 6), (1, 7), (8, 8), (5, 9)
Solution 219: (6, 1), (3, 2), (7, 3), (2, 4), (8, 5), (5, 6), (1, 7), (4, 8), (9, 9)
Solution 220: (6, 1), (3, 2), (7, 3), (4, 4), (1, 5), (9, 6), (2, 7), (5, 8), (8, 9)
Solution 221: (6, 1), (3, 2), (9, 3), (2, 4), (5, 5), (8, 6), (1, 7), (7, 8), (4, 9)
Solution 222: (6, 1), (3, 2), (9, 3), (4, 4), (1, 5), (8, 6), (2, 7), (5, 8), (7, 9)
Solution 223: (6, 1), (3, 2), (9, 3), (7, 4), (1, 5), (4, 6), (2, 7), (5, 8), (8, 9)
Solution 224: (6, 1), (4, 2), (1, 3), (7, 4), (9, 5), (2, 6), (8, 7), (5, 8), (3, 9)
Solution 225: (6, 1), (4, 2), (2, 3), (7, 4), (9, 5), (3, 6), (5, 7), (8, 8), (1, 9)
Solution 226: (6, 1), (4, 2), (2, 3), (8, 4), (3, 5), (9, 6), (7, 7), (5, 8), (1, 9)
Solution 227: (6, 1), (4, 2), (2, 3), (8, 4), (5, 5), (3, 6), (1, 7), (9, 8), (7, 9)
Solution 228: (6, 1), (4, 2), (2, 3), (8, 4), (5, 5), (9, 6), (1, 7), (3, 8), (7, 9)
Solution 229: (6, 1), (4, 2), (7, 3), (1, 4), (3, 5), (9, 6), (2, 7), (8, 8), (5, 9)
